=== Inicio de migración: 2026-01-27 03:34:52 ===
2026-01-27 03:34:52 | Skip | C:\Users\armando\Documents\_Agenda\Date Snippet.MD ->  | No clasifica (score=2) [patrón de código: (?m)^\s*(using|namespace|class|public|private|protected|static)\b] | No action
2026-01-27 03:34:52 | Copy | C:\Users\armando\Documents\_Agenda\FilesSnippets.MD -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\FilesSnippets.MD | Clasifica (score=4) [contenido con 3 palabra(s) clave; enlaces a docs/dev] | Copied
2026-01-27 03:35:02 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\9 phrases only socially intelligent people use, according to psychology.md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\Je suis\Learning\9 phrases only socially intelligent people use, according to psychology.md | Clasifica (score=3) [patrón de código: (?m)^\s*(using|namespace|class|public|private|protected|static)\b; enlaces a docs/dev] | Copied
2026-01-27 03:35:02 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\9 phrases only socially intelligent people use, according to psychology.md -> C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\move-9 phrases only socially intelligent people use, according to psychology.md | Marcado como migrado | Renamed
2026-01-27 03:35:02 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\9 signs someone is actually not a good person, according to psychology.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:02 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Agustinismo vs Tomismo.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:02 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Antonio Gonzalez Revilla.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:02 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Beautiful from the King Kong Soundtrack.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:02 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Big Bang.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:02 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Calamity Jane Kurt Cobain Nirvana Argentina.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:02 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Canal de Panama vd Impregilo (WeBuild).md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:02 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Cinematograph's Cinema.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:02 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\construct.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:02 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\contructo social.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:02 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\El juramento de Hipocrates y Sindicalismo.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:02 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\el más allá.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:02 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\El tiempo en perspectiva.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:03 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Europa tardo en America.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:03 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Fiao word Chinese origin.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:03 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Gaby Carrizo.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:03 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\heterarchy.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:03 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Impostor Syndrome.md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\Je suis\Learning\Impostor Syndrome.md | Clasifica (score=5) [contenido con 3 palabra(s) clave; patrón de código: (?i)\bREST\b|\bGraphQL\b|\bHTTP\b] | Copied
2026-01-27 03:35:03 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Impostor Syndrome.md -> C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\move-Impostor Syndrome.md | Marcado como migrado | Renamed
2026-01-27 03:35:03 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\La ciencia como origen de la sabiduría.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:03 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Libertad de expresion.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:03 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\linking your thinking.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:03 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Links.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:03 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Los sentidos evocados por la emoción de una triste pérdida..md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:03 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Maradona.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:03 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Ni bárbaros, ni guerras ni corrupción - la teoría de los mosquitos que acabaron con el Imperio Romano.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:03 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Onda Popular notas encontradas.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:03 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Peccata minuta.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:03 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\People who are highly intelligent but lack the discipline to succeed usually display these 9 behaviors.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:03 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\People who have a rare combination of high IQ and high EQ usually display these 9 behaviors.md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\Je suis\Learning\People who have a rare combination of high IQ and high EQ usually display these 9 behaviors.md | Clasifica (score=3) [contenido con 1 palabra(s) clave; patrón de código: (?i)\bREST\b|\bGraphQL\b|\bHTTP\b] | Copied
2026-01-27 03:35:03 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\People who have a rare combination of high IQ and high EQ usually display these 9 behaviors.md -> C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\move-People who have a rare combination of high IQ and high EQ usually display these 9 behaviors.md | Marcado como migrado | Renamed
2026-01-27 03:35:04 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\postjournalism.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:04 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\revolucion molecular disipada.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:04 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Strength of Men and Nations A Message to the USA vis-a-vis the USSR.md ->  | No clasifica (score=2) [patrón de código: (?i)\bREST\b|\bGraphQL\b|\bHTTP\b] | No action
2026-01-27 03:35:04 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Untitled 1.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:04 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Untitled.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:04 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Vos sos un tarantello por no decir tarado.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:04 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\When writing began in ancient Greece.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:04 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Borges\Borges.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:04 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Buena musica\Investigar.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:04 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Buena musica\King Crimson.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:04 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Buena musica\Rush.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:04 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Colombia\Guerra 1000 dias\guerra 1000 días.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:04 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Colonizacion española\Análisis de la frase -Inglaterra no generó otras Inglaterras. España generó otras Españas. -.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:04 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Colonizacion española\Cíbola -  Ciudad de los Hombres Santos.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:04 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Colonizacion española\Untitled.md ->  | No clasifica (score=2) [contenido con 2 palabra(s) clave] | No action
2026-01-27 03:35:04 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Democracia\Naturaleza de los principios democráticos.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:04 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Escitura-Lectura y AI\Cuando aun no se escribía - Grecia.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:05 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Italia\La seducción de Italia en Shakespeare y Stendhal - Un análisis comparativo.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:05 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Mi vida\Como ha sido.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:05 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Nick Drake\Nick Drake's music.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:05 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Nietzsche\Nietzsche los medios y gobierno.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:05 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Panama\Medoro.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:05 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Panama\Onda Popular.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:05 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Panama\Panamá, no somos un Estado; somos una nación.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:05 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Previews to novel vault\Beethoven 7th Symphony - 2nd movement.md ->  | No clasifica (score=2) [contenido con 2 palabra(s) clave] | No action
2026-01-27 03:35:05 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Previews to novel vault\My soundtrack.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:05 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Previews to novel vault\Soundtracks and composers.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:05 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Roosevelt\Theodore Roosevelt e hijos.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:05 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Varios\Alvaro Menéndez Franco.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:05 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Varios\Inglorious bastard SS officer.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:05 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Varios\Salamin, Marcel, Torrijos’s Political Adviser.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:05 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Learning\Varios\Temas para revisar.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:05 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Leticia Mon mere\Inicio.md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\Je suis\Leticia Mon mere\Inicio.md | Clasifica (score=3) [contenido con 3 palabra(s) clave] | Copied
2026-01-27 03:35:05 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Leticia Mon mere\Inicio.md -> C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Leticia Mon mere\move-Inicio.md | Marcado como migrado | Renamed
2026-01-27 03:35:06 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Moi\01. Moi again.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:06 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Moi\02. Moi again.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:06 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Moi\03. Moi again.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:06 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Moi\04. Moi again.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:06 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Moi\05. Moi again.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:06 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Moi\06. Moi again.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:06 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Moi\Carrera.md ->  | No clasifica (score=2) [contenido con 2 palabra(s) clave] | No action
2026-01-27 03:35:06 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Moi\Confesion padre Corpus.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:06 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Sur\El gusto musical de Adriana Astarelli.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:06 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Sur\Psiquis.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:06 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Sur\Suicidio.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:06 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Je suis\Temas varios\Palabras raras pocos conocidas.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:06 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Business\👀Verify phone numbers.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:06 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Business\ARERA.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:06 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Business\Cerved Credit Collection SpA.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:06 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Business\Comune di Torino.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:06 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Business\Jorge Luis Vasquez.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:07 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Business\Mercatò.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:07 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Business\Tempocasa.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:07 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Business\Vilma Demori.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:07 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Family and Friends\Anaida.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:07 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Family and Friends\Felipe Contralor.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:07 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Family and Friends\Jo Ann Villamonte.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:07 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Professional\CAD SINALP.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:07 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Professional\Cristina Comuzio.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:07 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Professional\Fer.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:07 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Professional\Fernando Mazabel.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:07 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Professional\Gloria Donado.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:07 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Professional\John Diaz.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:07 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Professional\Jorge Luis Vasquez Cerrajero.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:07 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Professional\Michela Energy Broker.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:07 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Professional\Mirna Escobar.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:07 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Professional\Paola Colasanto.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:07 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Contacts\Professional\Vigna Comuna.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:07 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Financial Services\➡apply⬅.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:08 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Financial Services\Banca\Banca D'Alba\Attivita.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:08 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Financial Services\Banca\Intesa Sao Paulo\Intesa Sao Paulo.md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\My Network\Financial Services\Banca\Intesa Sao Paulo\Intesa Sao Paulo.md | Clasifica (score=3) [contenido con 1 palabra(s) clave; patrón de código: (?m);\s*$] | Copied
2026-01-27 03:35:08 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Financial Services\Banca\Intesa Sao Paulo\Intesa Sao Paulo.md -> C:\Users\armando\Documents\_Agenda\Agenda\My Network\Financial Services\Banca\Intesa Sao Paulo\move-Intesa Sao Paulo.md | Marcado como migrado | Renamed
2026-01-27 03:35:08 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Financial Services\Banca\PayPal\Info.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:08 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Financial Services\Banca\Saxo\Saxo.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:08 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Financial Services\Banca\Wise\News.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:08 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Financial Services\Banca\Wise\WISE.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:08 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Financial Services\CAF Italy\CAF recomendado.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:08 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Financial Services\Panama\Caja de Seguro Social\Info.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:08 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Financial Services\Payment Gateways\Payoneer\Payoneer.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:08 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Financial Services\Payment Gateways\Stripe\Stripe.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:08 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\New regulations for LLCs in 2024 in the United States.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:08 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Italy\Parroquias donaciones comida.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:08 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Italy\Agenzie delle Entrate\Codice Fiscale.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:08 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Italy\ARERA\✔ARERA-ENEL and Bonus.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:08 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Italy\ARERA\ARERA Bonuses received.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:08 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Italy\ARERA\Call ARERA Bonus not applied.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:08 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Italy\Incomes\Cottolengo Caritas.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:09 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Italy\Incomes\How to monetize my domains in GoDaddy.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:09 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Italy\Incomes\Monetize domains.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:09 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Italy\Incomes\Recibido.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:09 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Italy\INPS\ISEE Complete process.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:09 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Italy\Legal Documents\SPID.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:09 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Italy\Permesso Sogiorno\✔Process Residence Permit.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:09 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Italy\Permesso Sogiorno\Cost of renew.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:09 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Italy\Permesso Sogiorno\Permesso di Soggiorno.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:09 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Italy\Poste Italiane\Get SPID.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:09 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Italy\Poste Italiane\Postepay Digital.md ->  | No clasifica (score=2) [nombre contiene 'git'] | No action
2026-01-27 03:35:09 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Italy\Support\Cecchi Point\Cecchi Point.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:09 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Panama\IRS DGI and LLC.md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\My Network\Government\Panama\IRS DGI and LLC.md | Clasifica (score=3) [contenido con 1 palabra(s) clave; patrón de código: ```] | Copied
2026-01-27 03:35:09 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Panama\IRS DGI and LLC.md -> C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Panama\move-IRS DGI and LLC.md | Marcado como migrado | Renamed
2026-01-27 03:35:09 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Panama\Caja de Seguro Social\Demanda a Pepsico.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:09 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Panama\Caja de Seguro Social\Ley 51.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:09 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Panama\Cepadem Cepanim\01. CEPADEM CEPANIM.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:09 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Panama\Cepadem Cepanim\02. Exterior CEPADEM CEPANIM.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:10 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Panama\Cepadem Cepanim\03. Poder.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:10 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Panama\Cepadem Cepanim\Trazar ADW.md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\My Network\Government\Panama\Cepadem Cepanim\Trazar ADW.md | Clasifica (score=3) [contenido con 1 palabra(s) clave; patrón de código: (?i)\bREST\b|\bGraphQL\b|\bHTTP\b] | Copied
